"Saboc","Rue Du 8 Mai 72200 BAZOUGES SUR LE LOIR","02 43 45 32 16","47.6915089","-0.16912249999995765","collecte,cultures"
"Saboc","Z.A Route De Combres 28480 FRETIGNY","02 37 29 26 87","48.370222","0.974339","collecte,cultures"
"Saboc","3 Rue De Négron 37530 NAZELLES NEGRON","02 47 30 48 23","47.423543","0.95814","collecte"
"Saboc (Siege)","La Rogière 37360 ROUZIERS DE TOURAINE","02 47 24 70 10","47.507136","0.650158","site,collecte,cultures"
"Saboc","Chassenet 41110 POUILLE","02 54 75 95 47","47.32881","1.261842","collecte"
"Saboc","Moulin De L'Image 37370 ST PATERNE RACAN","02 47 29 20 34","47.605505","0.473241","cultures"
"Saboc","Za Le Petit Raidit 72220 TELOCHE","02 43 14 13 70","47.869149","0.254752","cultures"
