"|","|__address","|__anim","|__category","|__desc","|__icon","|__infoopen","|__lat","|__linkd","|__lng","|__map_id","|__marker_id","|__other_data__-","|__pic","|__retina","|__title"
"30","18 RUE DU CALVAIRE 62112 GOUY SOUS BELLONNE","0","3","<div class=""gm-style-iw""><div><div><div><div><u>Type :</u> Siège<br />TEL SIEGE : 03 21 24 11 00<br />TEL SILO: 03 21 24 52 97<br /><u>Responsable de site :</u> OLIVIER DUTHOIT</div></div></div></div></div>","http://www.groupe-carre.fr/wp-content/uploads/2017/06/depart_autre.png","0","50.312359","","3.051222","1","30","","","0","GOUY SOUS BELLONNE"
"32","62182 VILLERS LES CAGNICOURT","0","4","<p><u>Type :</u> Seveso<br />RD13 LIEU DIT ""LA BRIOCHE"" <br /><u>Téléphone :</u> 03 21 15 18 10<br /><u>Responsable de site :</u> LUDOVIC ALLEXANDRE</p>","http://www.groupe-carre.fr/wp-content/uploads/2017/06/depart_autre.png","0","50.221572","","3.010921","1","32","0","","0","VILLERS LES CAGNICOURT"
"33","02470 NEUILLY ST FRONT","0","1","<p>ZI DU MOULIN<br /><u>Type :</u> Collecte<br /><u>Téléphone :</u> 03 23 71 37 21- 06 59 07 98 34<br /><u>Responsable de site :</u> DIMITRI BOURGEOIS</p>","http://www.groupe-carre.fr/wp-content/uploads/2017/06/depart_collecte.png","0","49.170921","","3.262185","1","33","0","","0","NEUILLY ST FRONT"
"34","FERME DU PARC D14 02220 BRAINE","0","1","<p><u>Type :</u> Collecte<br /><u>Téléphone :</u> 06 28 09 55 77<br /><u>Responsable de site :</u> LAURENT CLERGINET</p>","http://www.groupe-carre.fr/wp-content/uploads/2017/06/depart_collecte.png","0","49.35158","","3.525496","1","34","","","0","BRAINE"
"35","FERME DE MENNEJEAN 02880 NANTEUIL LA FOSSE","0","1","<p><u>Type :</u> Collecte<br /><u>Téléphone :</u> 06 86 57 58 65<br /><u>Responsable de site :</u> MME PINTA</p>","http://www.groupe-carre.fr/wp-content/uploads/2017/06/depart_collecte.png","0","49.44364","","3.467854","1","35","0","","0","NANTEUIL LA FOSSE"
"36","9 RUE D'AULNOIS 02870 BESNY ET LOISY","0","1","<p><u>Type :</u> Collecte<br /><u>Téléphone :</u> 06 07 74 46 28<br /><u>Responsable de site :</u> M DEMAZURE</p>","http://www.groupe-carre.fr/wp-content/uploads/2017/06/depart_collecte.png","0","49.59821","","3.5840799","1","36","","","0","BESNY ET LOISY"
"37","GRANDE RUE 02250 LA NEUVILLE BEAUMONT","0","1","<p><u>Type :</u> Collecte<br /><u>Téléphone :</u> 03 23 20 09 79<br /><u>Responsable de site :</u> LUDOVIC GERNEZ</p>","http://www.groupe-carre.fr/wp-content/uploads/2017/06/depart_collecte.png","0","49.709892","","3.837271","1","37","0","","0","LA NEUVILLE BOSMONT"
"38","RUE CHANTERAINE 02140 ROUGERIES","0","1","<div><u>Type :</u> Collecte<br /><u>Téléphone :</u> 07 89 91 06 85<br /><u>Responsable de site :</u> JUDICAEL MARTIN</div>","http://www.groupe-carre.fr/wp-content/uploads/2017/06/depart_collecte.png","0","49.802118","","3.793123","1","38","","","0","ROUGERIES"
"39","5 RUE DE LAON 08190 SAINT-GERMAINMONT","0","1","<p><u>Type :</u> Collecte<br />03 24 72 01 05<br /><u>Téléphone :</u> 06 33 56 01 37<br /><u>Responsable de site :</u> MAXIME DUFRAINE</p>","http://www.groupe-carre.fr/wp-content/uploads/2017/06/depart_collecte.png","0","49.4988115","","4.1341057","1","39","","","0","SAINT GERMAINMONT"
"4","240 RUE DE LA VALLEE 62170 ESTREELLES","0","2","<div> <u>Type :</u> Appro / Collecte<br />240 RUE DE LA VALLEE 62170 ESTREELLES<br /><u>Téléphone :</u> 03 21 06 11 64<br /><u>Responsable de site :</u> SEBASTIEN PLE</div>","http://www.groupe-carre.fr/wp-content/uploads/2017/06/depart_appro.png","0","50.5011483","","1.7870878","1","4","","","0","ESTREELLES"
"40","RUE DE LA MORTEAU 08360 CHATEAU PORCIEN","0","1","<div class=""gm-style-iw""><div><div><div><div><u>Type :</u> Collecte<br /><u>Téléphone :</u> 03 24 72 89 51<br /><u>Responsable de site :</u> GUY YVERNEAU</div></div></div></div></div>","http://www.groupe-carre.fr/wp-content/uploads/2017/06/depart_collecte.png","0","49.5271048","","4.2438848","1","40","","","0","CHATEAU PORCIEN"
"41","08220 SERAINCOURT","0","1","<div>46 RUE LUCIEN BOUTON 08220 SERAINCOURT</div><div><u>Type :</u> Collecte<br /><u>Téléphone :</u> 06 16 37 66 57<br /><u>Responsable de site :</u> JEROME CARTIER</div>","http://www.groupe-carre.fr/wp-content/uploads/2017/06/depart_collecte.png","0","49.611433","","4.201996","1","41","0","","0","SERAINCOURT"
"43","60360 LUCHY","0","1","<p><u>HAMEAU DE ROUGE MAISON<br />Type :</u> Collecte<br /><u>Téléphone :</u> 06 11 75 88 73<br /><u>Responsable du site :</u> NICOLAS DELY</p>","http://www.groupe-carre.fr/wp-content/uploads/2017/06/depart_collecte.png","0","49.555348","","2.118992","1","43","0","","0","LUCHY"
"44","60480 SAINT ANDRE FARIVILLERS","0","2","<div><u>Type :</u> Appro / Collecte<br /><u>Téléphone :</u> 03 44 04 41 03<br /><u>Responsable de site :</u> NICOLAS DELY</div>","http://www.groupe-carre.fr/wp-content/uploads/2017/06/depart_appro.png","0","49.586075","","2.293766","1","44","0","","0","SAINT ANDRE FARIVILLERS"
"45","TARTIGNY","0","1","<div> <u>Type :</u> Collecte<br /><u>Téléphone :</u> 06 11 75 88 73<br /><u>Responsable de site :</u> NICOLAS DELY</div>","http://www.groupe-carre.fr/wp-content/uploads/2017/06/depart_collecte.png","0","49.633209","","2.360344","1","45","0","","0","TARTIGNY"
"46","80500 MONTDIDIER","0","1","<div>ZI DE LA ROSERAIE</div><div class=""gm-style-iw""><div><div><div><div><u>Type :</u> Collecte<br /><u>Téléphone :</u> 06 45 60 16 14<br /><u>Responsable de site :</u> ROMAIN ROY</div></div></div></div></div>","http://www.groupe-carre.fr/wp-content/uploads/2017/06/depart_collecte.png","0","49.647007","","2.566932","1","46","0","","0","MONTDIDIER"
"47","ROUTE DE ST MARD 80700 ROYE","0","2","<div><u>Type :</u> Appro / Collecte<br />Rue du puits à marne ZI OUEST <br /><u>Téléphone :</u> 03 23 36 30 06 - 06 45 60 16 14<br /><u>Responsable de site :</u> ROMAIN ROY</div>","http://www.groupe-carre.fr/wp-content/uploads/2017/06/depart_appro.png","0","49.698016","","2.776046","1","47","0","","0","ROYE"
"48","51 RUE DE FLANDRES 80200 MARCHELEPOT","0","2","<p><u>Type :</u> Appro / Collecte<br /><u>Téléphone :</u> 03 22 83 90 02<br /><u>Responsable de site :</u> GUILLAUME DOLAY</p>","http://www.groupe-carre.fr/wp-content/uploads/2017/06/depart_appro.png","0","49.841053","","2.869347","1","48","0","","0","MARCHELEPOT"
