2 ; 50.827566030567304 ; 2.393138044335956 ; ARNEKE (Siège social) ;
3 ; 50.8785636 ; 2.0761144 ; AUDRUICQ ;
4 ; 50.8654866 ; 2.32592 ; BOLLEZEELE ;
5 ; 50.9470869 ; 2.1990222 ; BOURBOURG ;
7 ; 50.8860178 ; 2.4312349 ; ESQUELBECQ ;
8 ; 50.9869419 ; 2.1258938 ; GRAVELINES ;
9 ; 50.9023624 ; 2.2220889 ; PONT L'ABESSE ;
10 ; 50.7489101 ; 2.4544866 ; STAPLE ;
11 ; 50.9151558824997 ; 2.38128662109375 ; STEENE ;
12 ; 50.9280819 ; 2.508492 ; WEST CAPPEL ;
13 ; 50.669716 ; 2.342054 ; ROQUETOIRE ;
14 ; 50.9004346235996 ; 1.93359375 ; PONT D'ARDRES ;
15 ; 50.8372555 ; 2.0878983 ; RECQUES SUR HEM ;
16 ; 50.8543773090577 ; 1.88045315578574 ; PIHEN LES GUINES ;
17 ; 50.7952830883087 ; 2.27651740092779 ; NIEURLET ;
18 ; 50.77444540433582 ; 2.552568969726508 ; SAINT SYLVESTRE CAPPEL ;
20 ; 50.63441835994632 ; 1.7526269531249454 ; SAMER ;
21 ; 50.78269480669214 ; 1.7361474609374454 ; WIERRE-EFFROY ;
22 ; 50.82131737285107 ; 1.673662719726508 ; MARQUISE ;
24 ; 50.829287438173665 ; 2.412321624755805 ; ARNEKE ;
25 ; 50.84256785697798 ; 2.5518823242186954 ; WINNEZEELE ;
26 ; 50.69883054796144 ; 2.5560021972655704 ; HAZEBROUCK ;
27 ; 50.95527184545987 ; 2.2389436340331486 ; COPPENAXFORT ;
28 ; 50.93136806089373 ; 2.081530151367133 ; VIEILLE EGLISE ;
